CATEGORIA_ID's;GRUPOS;CATEGORIAS
Q66;Q65 Q79 Malformações e deformidades congênitas do sistema osteomuscular;Q66 Deformidades congênitas do pé
Q67;Q65 Q79 Malformações e deformidades congênitas do sistema osteomuscular;Q67 Deformidades osteomusculares congênitas da cabeça
Q68;Q65 Q79 Malformações e deformidades congênitas do sistema osteomuscular;Q68 Outras deformidades osteomusculares congênitas
Q69;Q65 Q79 Malformações e deformidades congênitas do sistema osteomuscular;Q69 Polidactilia
Q70;Q65 Q79 Malformações e deformidades congênitas do sistema osteomuscular;Q70 Sindactilia
Q71;Q65 Q79 Malformações e deformidades congênitas do sistema osteomuscular;Q71 Defeitos
Q72;Q65 Q79 Malformações e deformidades congênitas do sistema osteomuscular;Q72 Defeitos
Q73;Q65 Q79 Malformações e deformidades congênitas do sistema osteomuscular;Q73 Defeitos por redução de membro não especificado
Q74;Q65 Q79 Malformações e deformidades congênitas do sistema osteomuscular;Q74 Outras malformações congênitas dos membros
Q75;Q65 Q79 Malformações e deformidades congênitas do sistema osteomuscular;Q75 Outras malformações congênitas dos ossos do crânio e da face
Q76;Q65 Q79 Malformações e deformidades congênitas do sistema osteomuscular;Q76 Malformações congênitas da coluna vertebral e dos ossos do tórax
Q77;Q65 Q79 Malformações e deformidades congênitas do sistema osteomuscular;Q77 Osteocondrodisplasia com anomalias de crescimento dos ossos longos e da coluna vertebral
Q78;Q65 Q79 Malformações e deformidades congênitas do sistema osteomuscular;Q78 Outras osteocondrodisplasias
Q79;Q65 Q79 Malformações e deformidades congênitas do sistema osteomuscular;Q79 Malformações congênitas do sistema osteomuscular não classificadas em outra parte
Q80;Q80 Q89 Outras malformações congênitas;Q80 Ictiose congênita
Q81;Q80 Q89 Outras malformações congênitas;Q81 Epidermólise bolhosa
Q82;Q80 Q89 Outras malformações congênitas;Q82 Outras malformações congênitas da pele
Q83;Q80 Q89 Outras malformações congênitas;Q83 Malformações congênitas da mama
Q84;Q80 Q89 Outras malformações congênitas;Q84 Outras malformações congênitas do tegumento
Q85;Q80 Q89 Outras malformações congênitas;Q85 Facomatoses não classificadas em outra parte
Q86;Q80 Q89 Outras malformações congênitas;Q86 Síndromes com malformações congênitas devidas a causas exógenas conhecidas
Q87;Q80 Q89 Outras malformações congênitas;Q87 Outras síndromes com malformações congênitas que acometem múltiplos sistemas
Q89;Q80 Q89 Outras malformações congênitas;Q89 Outras malformações congênitas não classificadas em outra parte
Q90;Q90 Q99 Anomalias cromossômicas não classificadas em outra parte;Q90 Síndrome de Down
Q91;Q90 Q99 Anomalias cromossômicas não classificadas em outra parte;Q91 Síndrome de Edwards e síndrome de Patau
Q92;Q90 Q99 Anomalias cromossômicas não classificadas em outra parte;Q92 Outras trissomias e trissomias parciais dos autossomos
Q93;Q90 Q99 Anomalias cromossômicas não classificadas em outra parte;Q93 Monossomias e deleções dos autossomos
Q95;Q90 Q99 Anomalias cromossômicas não classificadas em outra parte;Q95 Rearranjos equilibrados e marcadores estruturais
Q96;Q90 Q99 Anomalias cromossômicas não classificadas em outra parte;Q96 Síndrome de Turner
Q97;Q90 Q99 Anomalias cromossômicas não classificadas em outra parte;Q97 Outras anomalias dos cromossomos sexuais
Q98;Q90 Q99 Anomalias cromossômicas não classificadas em outra parte;Q98 Outras anomalias dos cromossomos sexuais
Q99;Q90 Q99 Anomalias cromossômicas não classificadas em outra parte;Q99 Outras anomalias dos cromossomos
R00;R00 R09 Sintomas e sinais relativos ao aparelho circulatório e respiratório;R00 Anormalidades do batimento cardíaco
R01;R00 R09 Sintomas e sinais relativos ao aparelho circulatório e respiratório;R01 Sopros e outros ruídos cardíacos
R02;R00 R09 Sintomas e sinais relativos ao aparelho circulatório e respiratório;R02 Gangrena não classificada em outra parte
R03;R00 R09 Sintomas e sinais relativos ao aparelho circulatório e respiratório;R03 Valor anormal da pressão arterial sem diagnóstico
R04;R00 R09 Sintomas e sinais relativos ao aparelho circulatório e respiratório;R04 Hemorragia das vias respiratórias
R05;R00 R09 Sintomas e sinais relativos ao aparelho circulatório e respiratório;R05 Tosse
R06;R00 R09 Sintomas e sinais relativos ao aparelho circulatório e respiratório;R06 Anormalidades da respiração
R07;R00 R09 Sintomas e sinais relativos ao aparelho circulatório e respiratório;R07 Dor de garganta e no peito
R09;R00 R09 Sintomas e sinais relativos ao aparelho circulatório e respiratório;R09 Outros sintomas e sinais relativos aos aparelhos circulatório e respiratório
R10;R10 R19 Sintomas e sinais relativos ao aparelho digestivo e ao abdome;R10 Dor abdominal e pélvica
R11;R10 R19 Sintomas e sinais relativos ao aparelho digestivo e ao abdome;R11 Náusea e vômitos
R12;R10 R19 Sintomas e sinais relativos ao aparelho digestivo e ao abdome;R12 Pirose
R13;R10 R19 Sintomas e sinais relativos ao aparelho digestivo e ao abdome;R13 Disfagia
R14;R10 R19 Sintomas e sinais relativos ao aparelho digestivo e ao abdome;R14 Flatulência e afecções correlatas
R15;R10 R19 Sintomas e sinais relativos ao aparelho digestivo e ao abdome;R15 Incontinência fecal
R16;R10 R19 Sintomas e sinais relativos ao aparelho digestivo e ao abdome;R16 Hepatomegalia e esplenomegalia não classificadas em outra parte
R17;R10 R19 Sintomas e sinais relativos ao aparelho digestivo e ao abdome;R17 Icterícia não especificada
R18;R10 R19 Sintomas e sinais relativos ao aparelho digestivo e ao abdome;R18 Ascite
R19;R10 R19 Sintomas e sinais relativos ao aparelho digestivo e ao abdome;R19 Outros sintomas e sinais relativos ao aparelho digestivo e ao abdome
R20;R20 R23 Sintomas e sinais relativos à pele e ao tecido subcutâneo;R20 Distúrbios da sensibilidade cutânea
R21;R20 R23 Sintomas e sinais relativos à pele e ao tecido subcutâneo;R21 Eritema e outras erupções cutâneas não especificadas
R22;R20 R23 Sintomas e sinais relativos à pele e ao tecido subcutâneo;R22 Tumefação
R23;R20 R23 Sintomas e sinais relativos à pele e ao tecido subcutâneo;R23 Outras alterações cutâneas
R25;R25 R29 Sintomas e sinais relativos aos sistemas nervoso e osteomuscular;R25 Movimentos involuntários anormais
R26;R25 R29 Sintomas e sinais relativos aos sistemas nervoso e osteomuscular;R26 Anormalidades da marcha e da mobilidade
R27;R25 R29 Sintomas e sinais relativos aos sistemas nervoso e osteomuscular;R27 Outros distúrbios da coordenação
R29;R25 R29 Sintomas e sinais relativos aos sistemas nervoso e osteomuscular;R29 Outros sintomas e sinais relativos aos sistemas nervoso e osteomuscular
R30;R30 R39 Sintomas e sinais relativos ao aparelho urinário;R30 Dor associada à micção
R31;R30 R39 Sintomas e sinais relativos ao aparelho urinário;R31 Hematúria não especificada
R32;R30 R39 Sintomas e sinais relativos ao aparelho urinário;R32 Incontinência urinária não especificada
R33;R30 R39 Sintomas e sinais relativos ao aparelho urinário;R33 Retenção urinária
R34;R30 R39 Sintomas e sinais relativos ao aparelho urinário;R34 Anúria e oligúria
R35;R30 R39 Sintomas e sinais relativos ao aparelho urinário;R35 Poliúria
R36;R30 R39 Sintomas e sinais relativos ao aparelho urinário;R36 Secreção uretral
R39;R30 R39 Sintomas e sinais relativos ao aparelho urinário;R39 Outros sintomas e sinais relativos ao aparelho urinário
R40;R40 R46 Sintomas e sinais relativos à cognição;R40 Sonolência
R41;R40 R46 Sintomas e sinais relativos à cognição;R41 Outros sintomas e sinais relativos à função cognitiva e à consciência
R42;R40 R46 Sintomas e sinais relativos à cognição;R42 Tontura e instabilidade
R43;R40 R46 Sintomas e sinais relativos à cognição;R43 Distúrbios do olfato e do paladar
R44;R40 R46 Sintomas e sinais relativos à cognição;R44 Outros sintomas e sinais relativos às sensações e às percepções gerais
R45;R40 R46 Sintomas e sinais relativos à cognição;R45 Sintomas e sinais relativos ao estado emocional
R46;R40 R46 Sintomas e sinais relativos à cognição;R46 Sintomas e sinais relativos à aparência e ao comportamento
R47;R47 R49 Sintomas e sinais relativos à fala e à voz;R47 Distúrbios da fala não classificados em outra parte
R48;R47 R49 Sintomas e sinais relativos à fala e à voz;R48 Dislexia e outras disfunções simbólicas
R49;R47 R49 Sintomas e sinais relativos à fala e à voz;R49 Distúrbios da voz
R50;R50 R69 Sintomas e sinais gerais;R50 Febre de origem desconhecida e de outras origens
R51;R50 R69 Sintomas e sinais gerais;R51 Cefaléia
R52;R50 R69 Sintomas e sinais gerais;R52 Dor não classificada em outra parte
R53;R50 R69 Sintomas e sinais gerais;R53 Mal estar
R54;R50 R69 Sintomas e sinais gerais;R54 Senilidade
R55;R50 R69 Sintomas e sinais gerais;R55 Síncope e colapso
R56;R50 R69 Sintomas e sinais gerais;R56 Convulsões
R57;R50 R69 Sintomas e sinais gerais;R57 Choque não classificado em outra parte
R58;R50 R69 Sintomas e sinais gerais;R58 Hemorragia não classificada em outra parte
R59;R50 R69 Sintomas e sinais gerais;R59 Aumento de volume dos gânglios linfáticos
R60;R50 R69 Sintomas e sinais gerais;R60 Edema não classificado em outra parte
R61;R50 R69 Sintomas e sinais gerais;R61 Hiperidrose
R62;R50 R69 Sintomas e sinais gerais;R62 Retardo do desenvolvimento fisiológico normal
R63;R50 R69 Sintomas e sinais gerais;R63 Sintomas e sinais relativos à ingestão de alimentos e líquidos
R64;R50 R69 Sintomas e sinais gerais;R64 Caquexia
R68;R50 R69 Sintomas e sinais gerais;R68 Outros sintomas e sinais gerais
R69;R50 R69 Sintomas e sinais gerais;R69 Causas desconhecidas e não especificadas de morbidade
R70;R70 R79 Achados anormais de exames de sangue;R70 Velocidade de hemossedimentação elevada e outras anormalidades da viscosidade plasmática
R71;R70 R79 Achados anormais de exames de sangue;R71 Anormalidade das hemácias
R72;R70 R79 Achados anormais de exames de sangue;R72 Anormalidade dos leucócitos não classificada em outra parte
R73;R70 R79 Achados anormais de exames de sangue;R73 Aumento da glicemia
R74;R70 R79 Achados anormais de exames de sangue;R74 Anormalidades dos níveis de enzimas séricas
R75;R70 R79 Achados anormais de exames de sangue;R75 Evidência laboratorial do vírus da imunodeficiência humana [HIV]
R76;R70 R79 Achados anormais de exames de sangue;R76 Outros achados imunológicos anormais no soro
R77;R70 R79 Achados anormais de exames de sangue;R77 Outras anormalidades das proteínas plasmáticas
R78;R70 R79 Achados anormais de exames de sangue;R78 Presença de drogas e de outras substâncias normalmente não encontradas no sangue
R79;R70 R79 Achados anormais de exames de sangue;R79 Outros achados anormais de exames químicos do sangue
R80;R80 R82 Achados anormais de exames de urina;R80 Proteinúria isolada
R81;R80 R82 Achados anormais de exames de urina;R81 Glicosúria
R82;R80 R82 Achados anormais de exames de urina;R82 Outros achados anormais na urina
R83;R83 R89 Achados anormais de exames e de outros líquidos;R83 Achados anormais no líquido cefalorraquidiano
R84;R83 R89 Achados anormais de exames e de outros líquidos;R84 Achados anormais de material proveniente dos órgãos respiratórios e do tórax
R85;R83 R89 Achados anormais de exames e de outros líquidos;R85 Achados anormais de material proveniente dos órgãos digestivos e da cavidade abdominal
R86;R83 R89 Achados anormais de exames e de outros líquidos;R86 Achados anormais de material proveniente dos órgãos genitais masculinos
R87;R83 R89 Achados anormais de exames e de outros líquidos;R87 Achados anormais de material proveniente dos órgãos genitais femininos
R89;R83 R89 Achados anormais de exames e de outros líquidos;R89 Achados anormais de material proveniente de outros órgãos
R90;R90 R94 Achados anormais de exames para diagnóstico por imagem e em estudos de função;R90 Resultados anormais de exames para diagnóstico por imagem do sistema nervoso central
R91;R90 R94 Achados anormais de exames para diagnóstico por imagem e em estudos de função;R91 Achados anormais
R92;R90 R94 Achados anormais de exames para diagnóstico por imagem e em estudos de função;R92 Achados anormais
R93;R90 R94 Achados anormais de exames para diagnóstico por imagem e em estudos de função;R93 Achados anormais de exames para diagnóstico por imagem de outras estruturas do corpo
R94;R90 R94 Achados anormais de exames para diagnóstico por imagem e em estudos de função;R94 Resultados anormais de estudos de função
R95;R95 R99 Causas mal definidas e desconhecidas de mortalidade;R95 Síndrome da morte súbita na infância
R96;R95 R99 Causas mal definidas e desconhecidas de mortalidade;R96 Outras mortes súbitas de causa desconhecida
R98;R95 R99 Causas mal definidas e desconhecidas de mortalidade;R98 Morte sem assistência
R99;R95 R99 Causas mal definidas e desconhecidas de mortalidade;R99 Outras causas mal definidas e as não especificadas de mortalidade
S00;S00 S09 Traumatismos da cabeça;S00 Traumatismo superficial da cabeça
S01;S00 S09 Traumatismos da cabeça;S01 Ferimento da cabeça
S02;S00 S09 Traumatismos da cabeça;S02 Fratura do crânio e dos ossos da face
